parking_lot_number,Timestamp,Occupancy,VehicleType_weighted,traffic_condition_weighted,QueueLength,IsSpecialDay,Capacity,Latitude,Longitude
1,2016-11-09 12:00:00,737,1.0,2,9,0,1200,26.14001386,91.73099967
4,2016-11-09 12:00:00,1415,0.7,2,10,0,1920,26.15050395,91.73353109
12,2016-11-09 12:00:00,1181,0.7,2,9,0,2937,26.14749053,91.72799688
2,2016-11-09 12:00:00,622,1.0,1,6,0,687,20.0000347,78.00000286
10,2016-11-09 12:00:00,338,1.0,2,8,0,387,26.14449459,91.73620513
9,2016-11-09 12:00:00,585,1.5,1,6,0,2803,26.14754061,91.72797041
8,2016-11-09 12:00:00,1409,0.5,2,10,0,2009,26.14747299,91.72804914
7,2016-11-09 12:00:00,787,1.0,2,9,0,1322,26.14754886,91.72799519
6,2016-11-09 12:00:00,484,1.0,2,8,0,690,26.13795775,91.74099445
11,2016-11-09 12:00:00,3270,1.0,2,11,0,3883,26.14749943,91.72800489
13,2016-11-09 12:00:00,1228,1.0,2,9,0,3103,26.14749998,91.72797778
4,2016-11-09 12:27:00,1416,0.7,2,10,0,1920,26.15050395,91.73353109
5,2016-11-09 12:27:00,464,1.0,2,8,0,470,26.14901995,91.7395035
6,2016-11-09 12:27:00,483,1.5,2,8,0,690,26.13795775,91.74099445
0,2016-11-09 12:27:00,160,0.5,2,7,0,577,26.14453614,91.73617216
11,2016-11-09 12:27:00,3259,1.0,2,11,0,3883,26.14749943,91.72800489
12,2016-11-09 12:27:00,1196,1.5,2,9,0,2937,26.14749053,91.72799688
8,2016-11-09 12:27:00,1453,0.5,2,9,0,2009,26.14747299,91.72804914
3,2016-11-09 12:27:00,374,1.0,2,8,0,485,26.14004753,91.73097233
7,2016-11-09 12:27:00,814,0.5,2,9,0,1322,26.14754886,91.72799519
9,2016-11-09 12:27:00,583,0.7,2,8,0,2803,26.14754061,91.72797041
13,2016-11-09 12:27:00,1257,0.7,2,10,0,3103,26.14749998,91.72797778
1,2016-11-09 12:27:00,743,1.0,1,6,0,1200,26.14001386,91.73099967
10,2016-11-09 12:27:00,339,1.5,1,5,0,387,26.14449459,91.73620513
2,2016-11-09 12:27:00,639,1.5,1,6,0,687,20.0000347,78.00000286
6,2016-11-09 13:00:00,486,0.7,2,7,0,690,26.13795775,91.74099445
9,2016-11-09 13:00:00,580,0.7,2,8,0,2803,26.14754061,91.72797041
7,2016-11-09 13:00:00,809,1.5,1,6,0,1322,26.14754886,91.72799519
10,2016-11-09 13:00:00,338,0.7,2,8,0,387,26.14449459,91.73620513
2,2016-11-09 13:00:00,674,0.7,2,8,0,687,20.0000347,78.00000286
0,2016-11-09 13:00:00,172,1.0,2,7,0,577,26.14453614,91.73617216
8,2016-11-09 13:00:00,1483,1.0,2,9,0,2009,26.14747299,91.72804914
1,2016-11-09 13:00:00,755,0.5,2,8,0,1200,26.14001386,91.73099967
4,2016-11-09 13:00:00,1424,1.0,2,8,0,1920,26.15050395,91.73353109
11,2016-11-09 13:00:00,3265,1.0,2,10,0,3883,26.14749943,91.72800489
13,2016-11-09 13:00:00,1288,0.7,2,9,0,3103,26.14749998,91.72797778
5,2016-11-09 13:00:00,467,1.0,2,8,0,470,26.14901995,91.7395035
3,2016-11-09 13:00:00,372,1.0,2,7,0,485,26.14004753,91.73097233
12,2016-11-09 13:00:00,1196,1.0,2,8,0,2937,26.14749053,91.72799688
12,2016-11-09 13:27:00,1194,1.5,1,6,0,2937,26.14749053,91.72799688
2,2016-11-09 13:27:00,678,1.5,2,8,0,687,20.0000347,78.00000286
13,2016-11-09 13:27:00,1287,0.7,2,8,0,3103,26.14749998,91.72797778
3,2016-11-09 13:27:00,370,1.0,2,7,0,485,26.14004753,91.73097233
9,2016-11-09 13:27:00,580,0.5,2,8,0,2803,26.14754061,91.72797041
11,2016-11-09 13:27:00,3248,1.0,2,10,0,3883,26.14749943,91.72800489
0,2016-11-09 13:27:00,172,0.7,1,5,0,577,26.14453614,91.73617216
1,2016-11-09 13:27:00,771,0.7,2,8,0,1200,26.14001386,91.73099967
6,2016-11-09 13:27:00,483,1.0,2,8,0,690,26.13795775,91.74099445
8,2016-11-09 13:27:00,1488,1.0,2,9,0,2009,26.14747299,91.72804914
7,2016-11-09 13:27:00,810,1.0,2,8,0,1322,26.14754886,91.72799519
10,2016-11-09 13:27:00,341,1.0,2,7,0,387,26.14449459,91.73620513
5,2016-11-09 13:27:00,464,1.5,2,7,0,470,26.14901995,91.7395035
4,2016-11-09 13:27:00,1437,1.0,2,9,0,1920,26.15050395,91.73353109
13,2016-11-09 14:00:00,1271,1.0,1,4,0,3103,26.14749998,91.72797778
1,2016-11-09 14:00:00,755,1.0,1,5,0,1200,26.14001386,91.73099967
12,2016-11-09 14:00:00,1178,1.0,1,5,0,2937,26.14749053,91.72799688
6,2016-11-09 14:00:00,479,1.0,1,4,0,690,26.13795775,91.74099445
2,2016-11-09 14:00:00,672,1.5,1,4,0,687,20.0000347,78.00000286
3,2016-11-09 14:00:00,366,1.5,1,4,0,485,26.14004753,91.73097233
0,2016-11-09 14:00:00,163,1.0,1,4,0,577,26.14453614,91.73617216
4,2016-11-09 14:00:00,1427,0.7,1,5,0,1920,26.15050395,91.73353109
11,2016-11-09 14:00:00,3244,0.5,1,5,0,3883,26.14749943,91.72800489
5,2016-11-09 14:00:00,460,0.7,1,4,0,470,26.14901995,91.7395035
7,2016-11-09 14:00:00,800,0.7,2,6,0,1322,26.14754886,91.72799519
10,2016-11-09 14:00:00,333,1.0,1,4,0,387,26.14449459,91.73620513
8,2016-11-09 14:00:00,1472,0.7,1,4,0,2009,26.14747299,91.72804914
9,2016-11-09 14:00:00,566,1.0,1,4,0,2803,26.14754061,91.72797041
3,2016-11-09 14:20:00,369,1.0,1,4,0,485,26.14004753,91.73097233
12,2016-11-09 14:27:00,1180,1.0,1,5,0,2937,26.14749053,91.72799688
2,2016-11-09 14:27:00,662,1.0,1,5,0,687,20.0000347,78.00000286
13,2016-11-09 14:27:00,1254,0.5,1,5,0,3103,26.14749998,91.72797778
1,2016-11-09 14:27:00,752,1.5,1,4,0,1200,26.14001386,91.73099967
7,2016-11-09 14:27:00,802,1.0,2,6,0,1322,26.14754886,91.72799519
4,2016-11-09 14:27:00,1409,1.0,1,5,0,1920,26.15050395,91.73353109
0,2016-11-09 14:27:00,152,1.0,1,3,0,577,26.14453614,91.73617216
9,2016-11-09 14:27:00,555,1.5,1,4,0,2803,26.14754061,91.72797041
10,2016-11-09 14:27:00,332,1.0,1,4,0,387,26.14449459,91.73620513
11,2016-11-09 14:27:00,3188,1.0,1,6,0,3883,26.14749943,91.72800489
6,2016-11-09 14:27:00,479,1.5,1,4,0,690,26.13795775,91.74099445
5,2016-11-09 14:27:00,460,1.0,1,3,0,470,26.14901995,91.7395035
8,2016-11-09 14:27:00,1464,1.0,1,5,0,2009,26.14747299,91.72804914
12,2016-11-09 15:00:00,1356,1.0,2,4,0,2937,26.14749053,91.72799688
1,2016-11-09 15:00:00,717,1.5,1,4,0,1200,26.14001386,91.73099967
10,2016-11-09 15:00:00,335,0.5,1,3,0,387,26.14449459,91.73620513
6,2016-11-09 15:00:00,653,1.0,1,3,0,690,26.13795775,91.74099445
13,2016-11-09 15:00:00,1212,1.5,1,4,0,3103,26.14749998,91.72797778
2,2016-11-09 15:00:00,636,1.0,1,3,0,687,20.0000347,78.00000286
8,2016-11-09 15:00:00,1440,1.0,1,3,0,2009,26.14747299,91.72804914
4,2016-11-09 15:00:00,1359,1.5,1,4,0,1920,26.15050395,91.73353109
7,2016-11-09 15:00:00,804,1.0,1,4,0,1322,26.14754886,91.72799519
0,2016-11-09 15:00:00,134,1.5,1,2,0,577,26.14453614,91.73617216
9,2016-11-09 15:00:00,543,0.7,1,3,0,2803,26.14754061,91.72797041
11,2016-11-09 15:00:00,3077,1.5,1,4,0,3883,26.14749943,91.72800489
5,2016-11-09 15:00:00,454,0.7,1,3,0,470,26.14901995,91.7395035
3,2016-11-09 15:00:00,368,1.0,1,2,0,485,26.14004753,91.73097233
3,2016-11-09 15:34:00,350,0.7,0,3,0,485,26.14004753,91.73097233
9,2016-11-09 15:34:00,519,1.0,0,3,0,2803,26.14754061,91.72797041
2,2016-11-09 15:34:00,603,1.5,0,3,0,687,20.0000347,78.00000286
1,2016-11-09 15:34:00,673,1.5,0,2,0,1200,26.14001386,91.73099967
11,2016-11-09 15:34:00,2876,1.0,0,3,0,3883,26.14749943,91.72800489
7,2016-11-09 15:34:00,764,1.0,0,2,0,1322,26.14754886,91.72799519
8,2016-11-09 15:34:00,1367,1.0,0,3,0,2009,26.14747299,91.72804914
13,2016-11-09 15:34:00,1152,1.0,0,3,0,3103,26.14749998,91.72797778
10,2016-11-09 15:34:00,320,0.7,0,2,0,387,26.14449459,91.73620513
12,2016-11-09 15:34:00,1295,1.0,0,3,0,2937,26.14749053,91.72799688
6,2016-11-09 15:34:00,625,0.5,0,3,0,690,26.13795775,91.74099445
5,2016-11-09 15:34:00,434,0.7,0,3,0,470,26.14901995,91.7395035
4,2016-11-09 15:34:00,1278,1.0,0,2,0,1920,26.15050395,91.73353109
0,2016-11-09 15:34:00,124,0.5,0,2,0,577,26.14453614,91.73617216
7,2016-11-09 16:00:00,733,1.5,0,3,0,1322,26.14754886,91.72799519
13,2016-11-09 16:00:00,1088,1.0,0,2,0,3103,26.14749998,91.72797778
12,2016-11-09 16:00:00,1227,0.7,0,3,0,2937,26.14749053,91.72799688
5,2016-11-09 16:00:00,399,1.0,0,2,0,470,26.14901995,91.7395035
9,2016-11-09 16:00:00,501,1.0,0,2,0,2803,26.14754061,91.72797041
1,2016-11-09 16:00:00,645,0.7,0,2,0,1200,26.14001386,91.73099967
3,2016-11-09 16:00:00,340,1.0,0,2,0,485,26.14004753,91.73097233
10,2016-11-09 16:00:00,315,0.5,0,2,0,387,26.14449459,91.73620513
2,2016-11-09 16:00:00,562,1.0,0,2,0,687,20.0000347,78.00000286
4,2016-11-09 16:00:00,1191,1.0,0,3,0,1920,26.15050395,91.73353109
0,2016-11-09 16:00:00,108,0.5,0,2,0,577,26.14453614,91.73617216
6,2016-11-09 16:00:00,572,1.0,1,3,0,690,26.13795775,91.74099445
8,2016-11-09 16:00:00,1295,1.0,0,2,0,2009,26.14747299,91.72804914
11,2016-11-09 16:00:00,2695,0.5,0,3,0,3883,26.14749943,91.72800489
1,2016-11-09 16:34:00,557,0.7,0,2,0,1200,26.14001386,91.73099967
9,2016-11-09 16:34:00,438,0.7,0,2,0,2803,26.14754061,91.72797041
8,2016-11-09 16:34:00,1186,0.7,0,3,0,2009,26.14747299,91.72804914
5,2016-11-09 16:34:00,360,1.0,0,2,0,470,26.14901995,91.7395035
2,2016-11-09 16:34:00,517,1.5,0,2,0,687,20.0000347,78.00000286
0,2016-11-09 16:34:00,94,1.5,1,2,0,577,26.14453614,91.73617216
12,2016-11-09 16:34:00,1118,1.0,0,3,0,2937,26.14749053,91.72799688
10,2016-11-09 16:34:00,293,1.0,1,2,0,387,26.14449459,91.73620513
11,2016-11-09 16:34:00,2316,0.7,0,3,0,3883,26.14749943,91.72800489
6,2016-11-09 16:34:00,512,1.5,0,2,0,690,26.13795775,91.74099445
4,2016-11-09 16:34:00,1012,0.5,0,3,0,1920,26.15050395,91.73353109
13,2016-11-09 16:34:00,975,1.0,1,3,0,3103,26.14749998,91.72797778
3,2016-11-09 16:34:00,313,1.0,1,2,0,485,26.14004753,91.73097233
7,2016-11-09 16:34:00,669,1.0,0,2,0,1322,26.14754886,91.72799519
3,2016-11-10 08:00:00,263,0.7,0,2,0,485,26.14004753,91.73097233
12,2016-11-10 08:00:00,558,0.7,0,2,0,2937,26.14749053,91.72799688
6,2016-11-10 08:00:00,188,1.0,0,2,0,690,26.13795775,91.74099445
5,2016-11-10 08:00:00,130,1.0,0,2,0,470,26.14901995,91.7395035
10,2016-11-10 08:00:00,107,1.5,0,2,0,387,26.14449459,91.73620513
7,2016-11-10 08:00:00,391,1.0,0,2,0,1322,26.14754886,91.72799519
8,2016-11-10 08:00:00,757,1.0,0,2,0,2009,26.14747299,91.72804914
11,2016-11-10 08:00:00,1192,1.0,0,2,0,3883,26.14749943,91.72800489
2,2016-11-10 08:00:00,366,1.5,0,2,0,687,20.0000347,78.00000286
1,2016-11-10 08:00:00,228,1.0,0,2,0,1200,26.14001386,91.73099967
13,2016-11-10 08:00:00,711,1.0,1,2,0,3103,26.14749998,91.72797778
4,2016-11-10 08:00:00,595,1.0,0,2,0,1920,26.15050395,91.73353109
9,2016-11-10 08:00:00,189,1.0,1,2,0,2803,26.14754061,91.72797041
0,2016-11-10 08:00:00,36,0.7,0,1,0,577,26.14453614,91.73617216
5,2016-11-10 08:34:00,221,0.5,1,2,0,470,26.14901995,91.7395035
2,2016-11-10 08:34:00,410,1.0,0,2,0,687,20.0000347,78.00000286
11,2016-11-10 08:34:00,1707,0.7,0,3,0,3883,26.14749943,91.72800489
8,2016-11-10 08:34:00,846,1.0,0,2,0,2009,26.14747299,91.72804914
4,2016-11-10 08:34:00,794,0.7,0,2,0,1920,26.15050395,91.73353109
10,2016-11-10 08:34:00,135,1.5,0,1,0,387,26.14449459,91.73620513
9,2016-11-10 08:34:00,281,0.5,0,1,0,2803,26.14754061,91.72797041
13,2016-11-10 08:34:00,831,0.7,0,2,0,3103,26.14749998,91.72797778
12,2016-11-10 08:34:00,726,1.0,0,2,0,2937,26.14749053,91.72799688
6,2016-11-10 08:34:00,316,1.0,0,2,0,690,26.13795775,91.74099445
7,2016-11-10 08:34:00,436,1.0,0,2,0,1322,26.14754886,91.72799519
0,2016-11-10 08:34:00,41,1.0,0,2,0,577,26.14453614,91.73617216
1,2016-11-10 08:34:00,330,1.0,1,3,0,1200,26.14001386,91.73099967
3,2016-11-10 08:34:00,275,1.0,0,2,0,485,26.14004753,91.73097233
6,2016-11-10 09:00:00,458,0.7,0,2,0,690,26.13795775,91.74099445
4,2016-11-10 09:00:00,942,0.5,0,2,0,1920,26.15050395,91.73353109
0,2016-11-10 09:00:00,49,1.0,0,1,0,577,26.14453614,91.73617216
7,2016-11-10 09:00:00,473,1.0,0,3,0,1322,26.14754886,91.72799519
1,2016-11-10 09:00:00,441,1.5,0,2,0,1200,26.14001386,91.73099967
9,2016-11-10 09:00:00,362,1.0,0,2,0,2803,26.14754061,91.72797041
10,2016-11-10 09:00:00,157,0.7,0,2,0,387,26.14449459,91.73620513
8,2016-11-10 09:00:00,916,0.5,0,3,0,2009,26.14747299,91.72804914
5,2016-11-10 09:00:00,302,1.0,1,3,0,470,26.14901995,91.7395035
13,2016-11-10 09:00:00,935,1.0,0,3,0,3103,26.14749998,91.72797778
11,2016-11-10 09:00:00,2101,0.7,0,3,0,3883,26.14749943,91.72800489
12,2016-11-10 09:00:00,888,1.0,0,3,0,2937,26.14749053,91.72799688
3,2016-11-10 09:00:00,287,1.0,0,2,0,485,26.14004753,91.73097233
2,2016-11-10 09:00:00,443,1.0,1,4,0,687,20.0000347,78.00000286
6,2016-11-10 09:27:00,514,1.0,0,2,0,690,26.13795775,91.74099445
9,2016-11-10 09:27:00,435,1.0,1,3,0,2803,26.14754061,91.72797041
8,2016-11-10 09:27:00,997,1.0,0,3,0,2009,26.14747299,91.72804914
11,2016-11-10 09:27:00,2497,0.5,0,3,0,3883,26.14749943,91.72800489
10,2016-11-10 09:27:00,193,0.5,0,2,0,387,26.14449459,91.73620513
3,2016-11-10 09:27:00,311,1.0,0,3,0,485,26.14004753,91.73097233
0,2016-11-10 09:27:00,65,0.5,0,1,0,577,26.14453614,91.73617216
5,2016-11-10 09:27:00,342,1.0,0,2,0,470,26.14901995,91.7395035
1,2016-11-10 09:27:00,543,1.0,0,3,0,1200,26.14001386,91.73099967
4,2016-11-10 09:27:00,1091,1.0,0,3,0,1920,26.15050395,91.73353109
2,2016-11-10 09:27:00,460,0.5,0,2,0,687,20.0000347,78.00000286
12,2016-11-10 09:27:00,1018,1.0,0,3,0,2937,26.14749053,91.72799688
13,2016-11-10 09:27:00,1013,1.0,0,3,0,3103,26.14749998,91.72797778
7,2016-11-10 09:27:00,537,1.0,0,3,0,1322,26.14754886,91.72799519
3,2016-11-10 09:54:00,325,1.5,0,3,0,485,26.14004753,91.73097233
13,2016-11-10 10:00:00,1110,1.5,0,3,0,3103,26.14749998,91.72797778
12,2016-11-10 10:00:00,1180,1.0,1,5,0,2937,26.14749053,91.72799688
7,2016-11-10 10:00:00,623,1.5,0,4,0,1322,26.14754886,91.72799519
9,2016-11-10 10:00:00,520,1.5,0,3,0,2803,26.14754061,91.72797041
8,2016-11-10 10:00:00,1138,1.0,1,4,0,2009,26.14747299,91.72804914
11,2016-11-10 10:00:00,2876,0.7,0,4,0,3883,26.14749943,91.72800489
0,2016-11-10 10:00:00,93,1.0,0,2,0,577,26.14453614,91.73617216
4,2016-11-10 10:00:00,1244,1.0,0,4,0,1920,26.15050395,91.73353109
6,2016-11-10 10:00:00,603,0.7,0,4,0,690,26.13795775,91.74099445
2,2016-11-10 10:00:00,515,0.7,0,3,0,687,20.0000347,78.00000286
5,2016-11-10 10:00:00,402,1.5,1,4,0,470,26.14901995,91.7395035
1,2016-11-10 10:00:00,645,0.5,0,4,0,1200,26.14001386,91.73099967
10,2016-11-10 10:00:00,251,1.0,0,3,0,387,26.14449459,91.73620513
4,2016-11-10 10:27:00,1315,0.5,0,4,0,1920,26.15050395,91.73353109
7,2016-11-10 10:27:00,675,1.0,0,4,0,1322,26.14754886,91.72799519
8,2016-11-10 10:27:00,1218,1.0,0,4,0,2009,26.14747299,91.72804914
1,2016-11-10 10:27:00,692,0.7,0,3,0,1200,26.14001386,91.73099967
13,2016-11-10 10:27:00,1167,1.0,0,4,0,3103,26.14749998,91.72797778
9,2016-11-10 10:27:00,554,1.0,0,3,0,2803,26.14754061,91.72797041
12,2016-11-10 10:27:00,1233,0.7,1,4,0,2937,26.14749053,91.72799688
11,2016-11-10 10:27:00,3062,0.7,1,5,0,3883,26.14749943,91.72800489
0,2016-11-10 10:27:00,126,1.0,0,2,0,577,26.14453614,91.73617216
2,2016-11-10 10:27:00,543,1.0,0,3,0,687,20.0000347,78.00000286
6,2016-11-10 10:27:00,627,1.0,0,3,0,690,26.13795775,91.74099445
10,2016-11-10 10:27:00,268,1.0,0,3,0,387,26.14449459,91.73620513
5,2016-11-10 10:27:00,426,1.5,0,4,0,470,26.14901995,91.7395035
3,2016-11-10 10:27:00,338,0.7,0,3,0,485,26.14004753,91.73097233
8,2016-11-10 11:00:00,1292,1.0,1,6,0,2009,26.14747299,91.72804914
0,2016-11-10 11:00:00,160,1.0,1,5,0,577,26.14453614,91.73617216
7,2016-11-10 11:00:00,719,0.7,1,5,0,1322,26.14754886,91.72799519
4,2016-11-10 11:00:00,1368,1.0,1,7,0,1920,26.15050395,91.73353109
5,2016-11-10 11:00:00,443,1.0,1,5,0,470,26.14901995,91.7395035
1,2016-11-10 11:00:00,737,1.5,1,5,0,1200,26.14001386,91.73099967
10,2016-11-10 11:00:00,290,1.0,1,5,0,387,26.14449459,91.73620513
6,2016-11-10 11:00:00,649,1.0,1,5,0,690,26.13795775,91.74099445
13,2016-11-10 11:00:00,1215,1.0,2,8,0,3103,26.14749998,91.72797778
2,2016-11-10 11:00:00,573,1.0,1,6,0,687,20.0000347,78.00000286
3,2016-11-10 11:00:00,347,0.7,1,5,0,485,26.14004753,91.73097233
12,2016-11-10 11:00:00,1286,1.5,1,7,0,2937,26.14749053,91.72799688
11,2016-11-10 11:00:00,3197,1.0,2,9,0,3883,26.14749943,91.72800489
9,2016-11-10 11:00:00,585,1.0,1,6,0,2803,26.14754061,91.72797041
10,2016-11-10 11:27:00,301,0.7,1,5,0,387,26.14449459,91.73620513
2,2016-11-10 11:27:00,599,1.0,1,5,0,687,20.0000347,78.00000286
11,2016-11-10 11:27:00,3246,0.7,1,8,0,3883,26.14749943,91.72800489
0,2016-11-10 11:27:00,186,1.0,1,4,0,577,26.14453614,91.73617216
9,2016-11-10 11:27:00,601,0.7,1,6,0,2803,26.14754061,91.72797041
4,2016-11-10 11:27:00,1402,1.0,2,9,0,1920,26.15050395,91.73353109
12,2016-11-10 11:27:00,1317,1.0,1,6,0,2937,26.14749053,91.72799688
8,2016-11-10 11:27:00,1342,1.0,1,6,0,2009,26.14747299,91.72804914
3,2016-11-10 11:27:00,353,1.0,2,7,0,485,26.14004753,91.73097233
6,2016-11-10 11:27:00,663,1.0,2,8,0,690,26.13795775,91.74099445
5,2016-11-10 11:27:00,453,1.0,1,5,0,470,26.14901995,91.7395035
7,2016-11-10 11:27:00,743,0.5,1,5,0,1322,26.14754886,91.72799519
1,2016-11-10 11:27:00,754,0.7,1,6,0,1200,26.14001386,91.73099967
13,2016-11-10 11:27:00,1252,1.0,1,6,0,3103,26.14749998,91.72797778
10,2016-11-10 12:00:00,316,1.5,1,5,0,387,26.14449459,91.73620513
6,2016-11-10 12:00:00,684,1.0,2,9,0,690,26.13795775,91.74099445
1,2016-11-10 12:00:00,773,1.0,2,9,0,1200,26.14001386,91.73099967
7,2016-11-10 12:00:00,775,1.0,2,8,0,1322,26.14754886,91.72799519
12,2016-11-10 12:00:00,1366,0.5,2,10,0,2937,26.14749053,91.72799688
9,2016-11-10 12:00:00,633,1.5,1,6,0,2803,26.14754061,91.72797041
5,2016-11-10 12:00:00,464,1.0,2,8,0,470,26.14901995,91.7395035
2,2016-11-10 12:00:00,619,1.0,2,8,0,687,20.0000347,78.00000286
0,2016-11-10 12:00:00,201,0.7,1,5,0,577,26.14453614,91.73617216
11,2016-11-10 12:00:00,3297,1.0,2,10,0,3883,26.14749943,91.72800489
4,2016-11-10 12:00:00,1432,1.0,1,7,0,1920,26.15050395,91.73353109
8,2016-11-10 12:00:00,1394,1.5,2,9,0,2009,26.14747299,91.72804914
13,2016-11-10 12:00:00,1302,1.0,1,6,0,3103,26.14749998,91.72797778
3,2016-11-10 12:00:00,366,0.7,1,6,0,485,26.14004753,91.73097233
4,2016-11-10 12:27:00,1456,1.0,2,9,0,1920,26.15050395,91.73353109
8,2016-11-10 12:27:00,1453,1.0,2,9,0,2009,26.14747299,91.72804914
5,2016-11-10 12:27:00,463,1.0,2,8,0,470,26.14901995,91.7395035
13,2016-11-10 12:27:00,1321,1.0,2,10,0,3103,26.14749998,91.72797778
1,2016-11-10 12:27:00,781,1.0,2,9,0,1200,26.14001386,91.73099967
7,2016-11-10 12:27:00,794,0.5,2,9,0,1322,26.14754886,91.72799519
6,2016-11-10 12:27:00,662,1.0,2,9,0,690,26.13795775,91.74099445
10,2016-11-10 12:27:00,339,0.7,2,8,0,387,26.14449459,91.73620513
0,2016-11-10 12:27:00,208,1.0,2,7,0,577,26.14453614,91.73617216
9,2016-11-10 12:27:00,640,0.7,2,8,0,2803,26.14754061,91.72797041
12,2016-11-10 12:27:00,1362,1.0,1,7,0,2937,26.14749053,91.72799688
3,2016-11-10 12:27:00,361,1.0,2,7,0,485,26.14004753,91.73097233
11,2016-11-10 12:27:00,3316,1.0,2,10,0,3883,26.14749943,91.72800489
2,2016-11-10 12:27:00,659,0.7,2,9,0,687,20.0000347,78.00000286
0,2016-11-10 13:00:00,208,1.0,2,6,0,577,26.14453614,91.73617216
10,2016-11-10 13:00:00,337,0.5,2,7,0,387,26.14449459,91.73620513
9,2016-11-10 13:00:00,620,1.0,2,7,0,2803,26.14754061,91.72797041
6,2016-11-10 13:00:00,682,1.0,2,8,0,690,26.13795775,91.74099445
13,2016-11-10 13:00:00,1139,1.0,2,8,0,3103,26.14749998,91.72797778
8,2016-11-10 13:00:00,1288,0.5,2,9,0,2009,26.14747299,91.72804914
3,2016-11-10 13:00:00,363,1.0,2,7,0,485,26.14004753,91.73097233
11,2016-11-10 13:00:00,3304,1.0,2,10,0,3883,26.14749943,91.72800489
5,2016-11-10 13:00:00,462,1.0,2,8,0,470,26.14901995,91.7395035
4,2016-11-10 13:00:00,1447,1.0,2,8,0,1920,26.15050395,91.73353109
1,2016-11-10 13:00:00,780,1.0,2,7,0,1200,26.14001386,91.73099967
12,2016-11-10 13:00:00,1382,1.0,2,9,0,2937,26.14749053,91.72799688
7,2016-11-10 13:00:00,795,1.0,2,8,0,1322,26.14754886,91.72799519
2,2016-11-10 13:00:00,493,1.0,2,7,0,687,20.0000347,78.00000286
5,2016-11-10 13:34:00,454,1.0,2,8,0,470,26.14901995,91.7395035
10,2016-11-10 13:34:00,340,1.5,2,7,0,387,26.14449459,91.73620513
9,2016-11-10 13:34:00,614,1.0,2,7,0,2803,26.14754061,91.72797041
11,2016-11-10 13:34:00,3294,1.0,1,7,0,3883,26.14749943,91.72800489
6,2016-11-10 13:34:00,661,1.0,2,8,0,690,26.13795775,91.74099445
3,2016-11-10 13:34:00,378,1.0,2,7,0,485,26.14004753,91.73097233
13,2016-11-10 13:34:00,1156,1.0,2,8,0,3103,26.14749998,91.72797778
12,2016-11-10 13:34:00,1379,1.0,2,9,0,2937,26.14749053,91.72799688
8,2016-11-10 13:34:00,1324,0.5,2,8,0,2009,26.14747299,91.72804914
7,2016-11-10 13:34:00,820,1.0,2,9,0,1322,26.14754886,91.72799519
2,2016-11-10 13:34:00,504,1.0,2,8,0,687,20.0000347,78.00000286
0,2016-11-10 13:34:00,200,1.0,2,7,0,577,26.14453614,91.73617216
1,2016-11-10 13:34:00,784,0.5,2,8,0,1200,26.14001386,91.73099967
4,2016-11-10 13:34:00,1460,1.5,2,9,0,1920,26.15050395,91.73353109
8,2016-11-10 14:00:00,1299,1.0,1,4,0,2009,26.14747299,91.72804914
9,2016-11-10 14:00:00,587,1.0,1,4,0,2803,26.14754061,91.72797041
11,2016-11-10 14:00:00,3294,1.0,1,5,0,3883,26.14749943,91.72800489
0,2016-11-10 14:00:00,201,1.0,2,5,0,577,26.14453614,91.73617216
10,2016-11-10 14:00:00,328,1.0,1,4,0,387,26.14449459,91.73620513
13,2016-11-10 14:00:00,1136,0.5,1,5,0,3103,26.14749998,91.72797778
12,2016-11-10 14:00:00,1352,1.0,1,5,0,2937,26.14749053,91.72799688
1,2016-11-10 14:00:00,790,1.0,1,4,0,1200,26.14001386,91.73099967
2,2016-11-10 14:00:00,506,1.0,1,4,0,687,20.0000347,78.00000286
3,2016-11-10 14:00:00,371,1.0,1,4,0,485,26.14004753,91.73097233
5,2016-11-10 14:00:00,449,0.7,1,4,0,470,26.14901995,91.7395035
7,2016-11-10 14:00:00,793,0.7,1,5,0,1322,26.14754886,91.72799519
6,2016-11-10 14:00:00,652,1.0,1,4,0,690,26.13795775,91.74099445
4,2016-11-10 14:00:00,1458,1.0,1,5,0,1920,26.15050395,91.73353109
3,2016-11-10 14:27:00,358,0.7,1,4,0,485,26.14004753,91.73097233
5,2016-11-10 14:27:00,442,1.5,1,4,0,470,26.14901995,91.7395035
10,2016-11-10 14:27:00,321,1.0,2,6,0,387,26.14449459,91.73620513
9,2016-11-10 14:27:00,554,1.0,1,4,0,2803,26.14754061,91.72797041
11,2016-11-10 14:27:00,3222,1.5,1,6,0,3883,26.14749943,91.72800489
4,2016-11-10 14:27:00,1421,0.7,1,4,0,1920,26.15050395,91.73353109
1,2016-11-10 14:27:00,764,1.0,2,6,0,1200,26.14001386,91.73099967
13,2016-11-10 14:27:00,1089,1.5,1,5,0,3103,26.14749998,91.72797778
6,2016-11-10 14:27:00,641,1.0,1,4,0,690,26.13795775,91.74099445
7,2016-11-10 14:27:00,766,1.0,1,4,0,1322,26.14754886,91.72799519
8,2016-11-10 14:27:00,1264,1.5,1,5,0,2009,26.14747299,91.72804914
0,2016-11-10 14:27:00,190,1.0,1,3,0,577,26.14453614,91.73617216
2,2016-11-10 14:27:00,498,1.0,1,4,0,687,20.0000347,78.00000286
